id,category,sub_category,level,has_table,has_fomula,question,A,B,C,D,E,gold
47,경제학,거시경제학,H,N,Y,"어느 경제의 장기총생산함수가 \(Y = 80L^{0.5}\)이고, 노동공급함수는
\(L^{s} = 1,600(W/P)\)라고 한다. 생산가능인구가 2,000명이라고 할 때,
장기총생산량은 얼마인가? (단, W는 명목임금, P는 물가수준을 나타낸다.)",400,800,1600,3200,4000,D
48,경제학,거시경제학,H,Y,N,"K국은 A와 B만 생산하는 국가이며, 재화의 생산량과 가격은 아래와 같다.
T+1년도의 전년대비 실질 GDP의 변화율이 10\%이고, GDP디플레이터로 평가한
물가상승률이 10\%라고 한다. 이를 바탕으로 아래 표의 (B)에서 (A)를 차감한
값은?(단, 기준연도는 T년도 이다.)

\begin{longtable}{lcccc}
\toprule
연도   & A재 가격 & A재 생산량 & B재 가격 & B재 생산량 \\
\midrule
T     & 10 & 100 & 20 & 50 \\
T+1   & 12 & 110 & 20 & \\
\bottomrule
\end{longtable}",20,25,30,35,40,D
49,경제학,거시경제학,H,N,Y,"어느 국가의 총생산함수는 \(Y = {AL}^{0.5}K^{0.5}\)이고, 연간
경제성장률은 4%, 연간 자본증가율은 4%, 연간 노동 증가율은 2%라고
한다. 성장회계를 바탕으로 총요소생산성이 경제성장에 기여하는 비율은?
(단, Y는 총생산, A는 총요소생산성, K는 자본, L는 노동이다.)",10%,20%,25%,40%,50%,C
50,경제학,거시경제학,H,N,Y,"어느 폐쇄경제의 생산물 시장과 화폐시장이 아래와 같다고 한다. 정부가
통화량을 50 증가시킬 때, 균형국민소득을 일정하게 유지하기 위해
정부지출을 얼마나 변화시켜야 하는가?

소비 : C = 300+0.8(Y-T)

투자 : I=200-10r

정부지출(G) = 조세(T) = 100

화폐수요 : \(M^{d} = 300 + 0.5Y - 25r\)

화폐공급 : \(M^{s} = 900\)

(단, Y은 국민소득, r은 이자율을 나타낸다)",50 감소,20 감소,10 감소,20 증가,50 증가,B
51,경제학,거시경제학,H,N,Y,"실질임금에 따른 근로자들의 근로효율(e)이 아래와 같이 주어져 있다고
한다. 경제활동 인구의 수가 500명이고, 노동의 한계 생산물이
\({MP}_{L} = e(500 - L)/15\)일 때, 실질임금이 12라면 실업률은
얼마인가?(단, 노동시장은 경쟁적이고, 실업은 비자발적 실업만 존재한다.)

\begin{longtable}[]{@{}
  >{\centering\arraybackslash}p{(\linewidth - 2\tabcolsep) * \real{0.2356}}
  >{\centering\arraybackslash}p{(\linewidth - 2\tabcolsep) * \real{0.2356}}@{}}
\toprule\noalign{}
\endhead
\bottomrule\noalign{}
\endlastfoot
실질임금(w) & 근로효율(e) \\
9 & 6 \\
12 & 9 \\
15 & 12 \\
\end{longtable}",2%,4%,8%,10%,12%,B
52,경제학,거시경제학,H,N,N,"다음 중 리카도 등가정리에 대한 설명으로 올바르지 않은 것을 고르면?

가. 정부지출이 일정할 때, 재원조달 방식을 조세에서 국채 발행으로 변경하면 소비지출이 증가할 것이다. 
나. 경제주체가 합리적이라면, 국채 발행을 통한 세금 감축은 실물경제에 영향을 미치지 못한다. 
다. 국채가 발행되면 정부저축 감소분만큼 민간저축이 늘어나 경제 전체의 총저축에 변화가 없을 것이다. 
라. 민간이 차입제약에 직면한 경우에도 세금 감축으로 인한 소비 증가는 나타나지 않는다. ","가, 나","가, 다","가, 라","나, 다","나, 라",C
53,경제학,거시경제학,H,N,Y,"K국 필립스 곡선의 형태가 아래와 같다고 한다. 이에 대한 설명으로 가장 올바르지 않은 것은?

\pi = \pi^{e} + \beta(\mu_{n} - \mu)\
(단, \(\pi\)는 물가상승률, \(\pi^{e}\)는 기대물가상승률, \(\mu\)는
실업률, \(\mu_{n}\)은 자연실업률이고, 상수 \(\beta\rangle 0\)이다.","실업률이 자연실업률과 같은 경우, 실제 물가 상승률은 기대 물가 상승률과
같아진다.","경제주체의 기대가 완전예견인 경우, 실업률은 항상 자연실업률과
일치한다.","실업률이 자연실업률보다 높을 때, 물가상승률은 기대물가 상승률보다
낮아진다.","물가가 실업률 변화에 반응하는 정도가 클수록 필립스 곡선의 기울기가
가파른 형태가 된다.","물가가 실업률 변화에 반응하지 않는 경우, 총공급곡선은 수직선의 형태가
된다.",E
54,경제학,거시경제학,H,Y,N,"아래는 K국의 전기 대비 물가상승률과 명목임금 상승률을 나타낸 것이다.
이에 대한 설명으로 올바른 것을 짝지은 것은?

\begin{longtable}[]{@{}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.1049}}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.0902}}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.0902}}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.0902}}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.0902}}@{}}
\toprule\noalign{}
\endhead
\bottomrule\noalign{}
\endlastfoot
기간 & T기 & T+1기 & T+2기 & T+3기 \\
물가상승률 & 5\% & 10\% & 15\% & 10\% \\
명목임금 상승률 & 5\% & 5\% & 20\% & 5\% \\
\multicolumn{5}{@{}>{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.4659} + 8\tabcolsep}@{}}{%
가. T-1기와 T기의 실질임금은 동일하다.

나. T기 이후 실질임금은 매년 상승하였다.

다. T+2기에 명목임금이 가장 높다.

라. T+3기에 물가수준이 가장 높다.} \\
\end{longtable}","가,나","가,다","가,라","나,다","나,라",C
55,경제학,거시경제학,H,N,N," 다음 중 개방경제의 국민소득계정 항등식을 활용한 설명으로 올바른 것을 짝지은 것은?

가. 국민저축이 투자를 초과하면 경상수지는 흑자이다. 
나. 총지출이 생산을 초과하면 경상수지는 흑자이다. 
다. 저축이 투자를 초과하면 순자본유출이 발생한다. 
라. 지출이 생산을 초과하면 순해외투자는 양(+)이 된다. ","가, 나","가, 다","나, 다","나, 라","다, 라",B
56,경제학,거시경제학,H,N,N,"다음 중 실물경기변동(RBC) 이론과 관련된 설명으로 올바르지 않은 것을 모두 고르면?

가. 임금 및 가격이 경직적이다. 
나. 화폐의 중립성이 성립하여 통화량의 변화가 경기변동을 유발할 수 없다. 
다. 노동시장에서 시장청산이 이루어지므로 실업은 자발적이라고 본다. 
라. 불균형상태에서 균형산출량(완전고용산출량) 수준으로 수렴하는 과정에서 경기변동이 발생한다고 설명한다.","가, 나","가, 다","가, 라","나, 다","다, 라",C
57,경제학,거시경제학,H,N,N,"IS-LM 모형에서 확장적인 통화정책이 소득에 미치는 효과에 대한 설명으로 올바르지 않은 것을 모두 고르면?

가. 화폐수요의 이자율 탄력성이 클수록 소득증가 효과가 커진다. 
나. 투자지출의 이자율 탄력성이 클수록 소득증가 효과가 커진다. 
다. 지급준비율의 값이 클수록 소득증가 효과가 커진다. 
라. 한계소비성향의 값이 클수록 소득증가의 효과가 커진다. ","가, 나","가, 다","가, 라","나, 다","다, 라",B
58,경제학,거시경제학,H,N,N,"다음 중 중첩임금계약모형에 대한 설명으로 올바른 것을 짝지은 것은?

가. 실질임금의 하방경직성을 설명하는 모형이다. 
나. 임금 계약을 체결할 때 자신의 임금 뿐만 아니라 다른 경제주체들의 임금을 고려하여 임금을 결정한다. 
다. 동시에 임금을 계약하는 경우보다, 명목임금의 변화가 더 작아지게 된다. 
라. 총수요 충격으로 경기가 호황이 되면 명목임금이 상승하므로 실질임금이 상승한다. ","가, 나","가, 다","나, 다","나, 라","다, 라",C
59,경제학,거시경제학,H,N,N,"아래의 내용을 바탕으로 A국 경제에 대하여 올바르게 설명한 것을 짝지은 것은?

A국 정부의 2024년 최저 임금은 시간당 9,860원이다. 이는 전년 9,620원 대비 2.5% 증가한 것이다. 한편, 2024년 A국의 소비자 물가지수(2020년 기준)는 114.9로 전년 대비 약 1.9% 상승한 것으로 나타났다. 

가. 2020년 대비 2024년 소비자 물가지수 상승률은 14.9%이다. 
나. 2024년 최저임금의 실질 가치가 전년 대비 상승하였다. 
다. 2024년 최저임금의 구매력이 전년 대비 감소하였다.
라. 최저임금이 시장의 균형 임금수준보다 낮을 때, 최저임금 정책의 효과가 나타난다. ","가, 나","가, 다","나, 다","나, 라","다, 라",A
60,경제학,국제경제학,H,N,N,"아래의 내용을 바탕으로 한국의 국제수지에 대하여 올바르게 설명한 것을 고르면?
최근 발표된 한국의 3분기 국제수지 통계에 따르면 경상수지가 상당한 규모의 흑자를 기록하였다. 상품수지 흑자폭이 확대되었고, 서비스수지는 소폭 적자를 유지했다. 본원소득수지는 해외 자회사로부터의 배당금 수입 증가 등으로 흑자를 기록했다. 금융계정에서는 외국인 직접 투자 순유출이 지속된 반편, 국내 기관의 해외 증권 투자는 순유입을 보였다. 
가. 경상수지 흑자는 자본수지 적자와 동일한 값을 갖을 것이다. 
나. 상품수지 흑자는 수출액이 수입액보다 많음을 의미한다. 
다. 국내 기관의 해외 증권투자 순유입은 국내에서 보유한 해외 금융자산의 감소 요인이다. 
라. 본원소득수지 흑자는 서비스 수출액이 수입액보다 더 큰 값을 갖음을 의미한다. ","가, 나","가, 다","나, 다","나, 라","다, 라",C
61,경제학,국제경제학,H,N,N,"자국통화로 표시한 외국통화 1단위의 가치가 20% 상승하였고, 자국과 외국 물가의 상승률은 각각 5%와 8%라고 하자. 실질환율을 외국 재화 및 서비스 1단위와 교환 가능한 자국의 재화 및 서비스의 양으로 정의 할 때, 실질환율의 변화율은?",17% 상승,17% 하락,23% 상승,23% 하락,33% 상승,C
62,경제학,국제경제학,H,N,N,"소규모 개방경제인 A국의 국내시장에서 X재 수요함수가 P=180-2Q, 공급함수가 P=30+Q로 주어져 있다. A국 정부는 X재 산업을 육성하기 위해 수출 1단위당 10의 보조금을 지급하고 하기로 결정했다. X재 국제 시장가격이 100일 때, 보조금 지급정책으로 A국 소비자의 후생은 얼마나 감소하는가? (단, 는 가격, 는 생산량이다.)",50,200,375,750,1500,C
63,경제학,국제,H,N,N,"현재 한국과 미국의 이자율과 현물환율이 아래와 같다고 한다. 현재 기대하는 1년 후의 환율이 105원/달러 상승하였다면, 현물환율의 값은 어떻게 변화하겠는가? (단, 이자율 평가설이 성립한다고 가정하고, 다른 조건에 변화는 없다.)

● 한국 1년 만기 채권 수익률 = 7%
● 미국 1년 만기 채권 수익률 = 2%
● 현물 환율 = 1,300원/달러
","1,325원/달러","1,350원/달러","1,375원/달러","1,400원/달러","1,425원/달러",D
64,경제학,국제경제학,H,N,N,"소규모 개방경제인 A국은 X재에 대한 국내 공급곡선이 P=Q이고, 국내 수요곡선은 P=30-Q라고 한다. 국제시장에서 X재 가격이 5이고, 정부는 관세를 부과하여 관세수입을 극대화 하고자 한다. 극대화된 관세수입의 값은? (단, P는 가격, Q는 생산량이다.)",10,20,30,40,50,E
65,경제학,국제경제학,H,N,N,"어느 소규모 개방경제에서 X재는 국내 기업이 독점적으로 생산하고
있으며, 수입이 금지되어 있다. 이 상품에 대한 국내 수요, 독점기업의
비용구조, 국제가격이 아래와 같이 주어져 있다고 한다. 만약, 이 국가가
X재의 수입을 허용할 경우, 이 상품의 국내 생산량은 얼마인가?

국내수요 : \(Q = 60 - 0.5P\)
생산비용 : \(TC\, = \, Q^{2} + 20Q + 15\)
국제가격 : \(P^{w} = 30\)",5,10,20,40,45,A
66,경제학,국제,H,N,N,"개방경제인 K국은 국내총생산(GDP)의 4,000이고, 소비지출과 투자지출의 값은 각각 2,400과 1,200이다. 조세의 크기는 600이고, 재정수지는 200만큼 적자를 기록하고 있다. K국 투자 재원 중 외국에 의존하고 있는 비중은?",01월 06일,01월 05일,01월 04일,01월 03일,01월 02일,D
67,경제학,국제,H,N,N,"아래는 A국과 B국의 X재에 대한 수요와 공급을 나타낸 것이다. X재가 유일하게 생산하여 소비하는 상품이라고 할 때, X재 교역과 관련된 설명으로 올바르지 않은 것을 짝지은 것은?
A국 수요함수 P = 60 - Q
A국 공급함수 P = Q - 30
B국 수요함수 P = 25 - Q
B국 공급함수 P = Q - 5
가. 교역을 하지 않는 경우, 균형 생산량은 B국이 A국보다 더 높다. 
나. 교역을 하지 않는 경우, 균형가격은 A국이 B국보다 더 높다. 
다. 교역을 하는 경우, A국이 수출국, B국이 수입국이 된다. 
라. 교역 이후 세계 시장가격은 교역 전 A국과 B국 균형가격의 평균이다. ","가, 나","가, 다","나, 다","나, 라","다, 라",B
68,경제학,국제경제학,H,N,N,"T기에 한국과 미국의 명목 이자율과 물가상승률이 아래와 같다고 한다. 이자율 평가설이 성립한다고 할 때, T+1기의 실질환율 변화율에 대한 기댓값은? (단, 경제주체는 정태적 기대를 한다고 가정하고, 실질환율은 외국 상품 한 단위와 교환되는 한국 상품의 수로 정의한다.)
한국 금리 : 5%
미국 금리 : 3%
한국 물가상승률 : 3%
미국 물가상승률 : 5%",-0.01,0.01,0.02,0.03,0.04,E
69,경제학,국제경제학,H,N,Y,"아래는 A국과 B국의 X재와 Y재에 1단위 생산에 필요한 노동력을 나타낸
것이다. 국제무역이 개시되어 \(\frac{P_{X}}{P_{Y}} = \frac{2}{3}\)일 때
양국의 명목임금비율 \(\frac{W_{A}}{W_{B}}\)의 값은 얼마인가?(단,
\(W_{A},\, W_{B}\)는 각각 A국과 B국의 실질임금을 나타낸다.)

\begin{longtable}[]{@{}
  >{\centering\arraybackslash}p{(\linewidth - 4\tabcolsep) * \real{0.1572}}
  >{\centering\arraybackslash}p{(\linewidth - 4\tabcolsep) * \real{0.1572}}
  >{\centering\arraybackslash}p{(\linewidth - 4\tabcolsep) * \real{0.1572}}@{}}
\toprule\noalign{}
\endhead
\bottomrule\noalign{}
\endlastfoot
& X재 & Y재 \\
A국 & 4 & 4 \\
B국 & 2 & 4 \\
\end{longtable}",01월 04일,01월 02일,03월 04일,1,2,C
70,경제학,국제경제학,H,Y,N,"국내 자산의 수익률은 10\%이고 해외 자산의 수익률은 5\%이며, 다음 기
명목환율(\(S_{t + 1}\))의 확률분포는 아래와 같다. 모든 투자자가
위험중립적이며, 국내 및 해외 자산의 기대수익률이 동일하다고 할 때, 현재
균형 환율의 값은? (단, 자본의 이동은 자유로우며 환율은
자국통화/해외통화로 나타낸 것이다.)

\begin{longtable}[]{@{}
  >{\centering\arraybackslash}p{(\linewidth - 6\tabcolsep) * \real{0.1180}}
  >{\centering\arraybackslash}p{(\linewidth - 6\tabcolsep) * \real{0.1180}}
  >{\centering\arraybackslash}p{(\linewidth - 6\tabcolsep) * \real{0.1180}}
  >{\centering\arraybackslash}p{(\linewidth - 6\tabcolsep) * \real{0.1180}}@{}}
\toprule\noalign{}
\endhead
\bottomrule\noalign{}
\endlastfoot
\(S_{t + 1}\) & 1,000 & 1,050 & 1,100 \\
확률 & 0.2 & 0.6 & 0.2 \\
\end{longtable}",950,1000,1050,1100,1150,B
71,경제학,국제경제학,H,N,N,"X재의 국제시장 가격은 50달러이며, X재를 만드는데 필요한 중간재인 Y재의 국제시장가격은 30달러이다. K국은 X재에는 20%의 관세를 부과하지만, 중간재인 Y재는 무관세로 수입을 허용한다. K국의 X재 산업에 실효보호관세율은?",0.1,0.2,0.3,0.4,0.5,E
72,경제학,국제경제학,H,N,N,"K국의 수출과 수입이 각각 1,000억 원인 상태에서, K국 정부는 K국 화폐의 가치를 10% 평가절하하였다. K국 수출수요의 가격탄력성이 0.8이고, 수입수요의 가격탄력성이 0.5라고 할 때, 평가절하 이후 무역수지로 올바른 것은?",35억 원 흑자,35억 원 적자,30억 원 흑자,30억 원 적자,25억 원 흑자,A
73,경제학,국제경제학,H,N,N,"아래는 원/달러 환율이 5% 상승했을 때 수출액의 변화를 나타낸 것이다. 이에 대한 아래의 분석 중 올바른 것을 짝지은 것은? (단, 국내 제품의 가격변화는 없으며, 국내 가격에 환율을 반영하여 해외시장에 판매한다.)
\begin{longtable}[]{@{}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.1434}}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.0823}}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.0823}}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.0823}}
  >{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.0823}}@{}}
\toprule\noalign{}
\endhead
\bottomrule\noalign{}
\endlastfoot
제품 & A & B & C & D \\
수출액

변화율 & 10\% & 5\% & 0\% & -3\% \\
\multicolumn{5}{@{}>{\centering\arraybackslash}p{(\linewidth - 8\tabcolsep) * \real{0.4725} + 8\tabcolsep}@{}}{%
가. 원화의 가치가 하락할 때, A 제품의 수출량은 증가한다.

나. 원화의 가치가 하락할 때, B 제품의 수출량은 변화하지 않는다.

다. 해외 시장에서 C 제품의 수요는 가격에 단위 탄력적이다.

라. 해외 시장에서 수요의 가격탄력성이 가장 큰 제품은 D이다.} \\
\end{longtable}","가, 나","가, 다","나, 다","나, 라","다, 라",B
74,경제학,국제경제학,H,N,N,"다음 중 국제무역에 대한 설명으로 올바른 것을 짝지은 것은?

가. 수입품의 국제가격이 상승하면 교역조건이 개선된다.
나. 국내의 독점적 경쟁시장이 개방되면 일반적으로 국내 생산량은 증가하고 가격은 하락한다. 
다. 산업 내 무역은 제품차별화 또는 규모의 경제로 인해 발생한다. 
라. 헥셔-올린 모형에 따르면 노동이 상대적으로 풍부한 국가에서는 대외 교역으로 인해 노동집약적 산업의 자본집약도가 상승한다.  ","가, 나","가, 다","나, 다","나, 라","다, 라",E
75,경제학,국제,H,N,Y,"아래는 K국과 U국의 생산함수와 자본부존량을 나타낸 것이다. 국제
자본의 이동을 자본의 한계생산의 격차로 설명할 때, 다음 중 올바르지 않은
것을 짝지은 것은?

K국 생산함수 : \(Y = - \frac{1}{16}K^{2} + 25K + 100\)
U국 생산함수 : \(Y = - \frac{1}{8}K^{2} + 35K + 60\)
K국 자본량 =180단위, U국 자본량 = 100단위 \\

가. K국에서 U국으로 자본이 20단위 이동한다.
나. 자본 이동 전에 K국 자본수익률이 더 높다.
다. 자본이동 후 K국의 생산량은 증가한다.
라. 자본이동 후 U국 자본가의 총수입은 감소한다.","가,나","가,다","나,다","나,라","다,라",C
76,경제학,국제경제학,H,N,Y,"다음 중 아래의 식에 대한 설명으로 올바른 문장의 개수는?

이자율 평형 식 :
\(i_{t} = {i_{t}}^{f} + \frac{{E_{t + 1}}^{e} - E_{t}}{E_{t}} + \rho\)

(단, \(i_{t}\)는 국내 이자율, \({i_{t}}^{f}\)해외 이자율, \(E_{t}\)는
t기의 명목환율, \({E_{t + 1}}^{e}\)는 t+1기에 명목환율에 대한 기대,
\(\rho\)는 국내 채권의 부도 위험을 의미한다.) \\
가. \(E_{t}\)는 자국 통화로 표시된 환율이다.

나. 다른 조건이 일정할 때, \({E_{t + 1}}^{e}\)의 상승은 \(E_{t}\)의 값을
상승시킨다.

다. \(\rho\)의 값이 0일 때, 국내와 해외의 1년 만기 채권 기대수익률이
동일함을 의미한다.

라. \(\rho\)의 값이 0보다 클 때, 해외 자산이 국내 자산보다 위험함을
의미한다. \\",0,1,2,3,4,D
77,경제학,국제경제학,H,N,N,"K국은 노동과 자본을 사용하여 노동 집약적인 X재와 자본집약적인 Y재를 생산한다고 한다. 헥셔-올린 모형을 바탕으로 K국이 X재를 수출한다고 할 때, 올바른 것을 짝지은 것은?

가. K국은 노동풍부국이다. 
나. K국에서 자본의 실질소득이 증가한다. 
다. K국의 X재에 대한 Y재의 상대가격은 상승한다. 
라. K국의 자본에 대한 노동의 상대가격이 상승한다. ","가, 나","가, 다","가, 라","나, 다","다, 라",C
78,경제학,국제경제학,H,N,N,"A국은 자본이동이 완전히 자유로운 고정환율제도를 채택한 소규모 개방경제이다. A국이 정부지출을 증가시킬 경우 나타나는 변화를 먼델-플레밍 모형을 바탕으로 올바르게 설명한 것을 짝지은 것은? (단, IS곡선은 우하향, LM곡선은 우상향한다.)

가. A국 통화량이 증가한다. 
나. A국 IS곡선이 좌측으로 이동한다. 
다. A국 균형국민소득은 증가한다. 
라. A국 화폐가치 하락의 압력이 발생한다. ","가, 나","가, 다","가, 라","나, 다","다, 라",B
79,경제학,국제경제학,H,N,N,"변동환율제도를 채택하고 있는 A국 중앙은행이 외환시장에서 자국의 화폐를 매입하고 미국의 달러를 매각하였다. 이로 인해 나타날 현상으로 올바른 것을 짝지은 것은?

가. A국 본원통화량이 증가할 것이다. 
나. 미국 달러에 대한 A국 화폐의 가치가 상승할 것이다. 
다. A국 달러표시 채무에 대한 부담이 증가할 것이다. 
라. 수입 원재료를 사용하는 기업의 생산비용이 감소할 것이다. ","가, 나","가, 다","나, 다","나, 라","다, 라",D
80,경제학,화폐금융,H,N,N,"매기에 100원의 소득을 받는 급여소득자 A는 다음 기가 시작되기 전에 100원의 소득을 다 써버리며, 지출은 매 시점마다 균등하게 이루어진다. 소득은 은행 예금과 현금의 형태로만 보유하며, 은행 예금을 화폐로 인출할 때마다 0.5원의 고정비용이 발생하고, 인출금액은 M으로 동일하다. 매기 은행의 예금 이자율 r=4%일 때, A의 화폐 보유에 따른 총비용이 최소가 될 때, 그 값은 얼마인가?",1,2,3,4,5,B
81,경제학,화폐금융,H,N,N,"아래는 금융기관 A의 재무상태표를 나타낸 것이다. 금융기관 A의 자산은 모두 대출로 구성되어 있고, 부채는 모두 예금으로 구성되어 있다고 가정하자. 금융기관 A의 대출이자율이 6%, 예금이자율이 4%일 때, 자산수익률(ROA)와 자본수익률(ROE)를 올바르게 짝지은 것은?(단, 예금이자 외에 기타 비용은 발생하지 않고, 대출에 대한 연체도 없다.)

<금융기관 A의 B/S : 자산 100억 원, 부채 80억 원, 자기자본 20억 원> ","ROA 2.8%, ROE 7%","ROA 2.8%, ROE 14%","ROA 2.8%, ROE 21%","ROA 3.5%, ROE 7%","ROA 3.5%, ROE 14%",B
82,경제학,화폐금융,H,N,Y,"K국 통화당국의 손실함수와 필립스 곡선이 아래와 같다. 인플레이션에
대한 민간의 기대가 형성되어 있다고 할 때, 통화당국의 손실을 최소화하기
위한 목표 인플레이션율은?

통화당국의 손실함수 : \(L(\pi,\,\mu) = (\mu - \mu_{n}) + \pi^{2}\)

필립스 곡선 : \(\pi = \pi^{e} - 0.25(\mu - \mu_{n})\)

(단, \(\pi\)는 인플레이션율, \(\pi^{e}\)는 민간의 기대인플레이션율,
\(\mu\)는 실업률, \(\mu_{n}\)는 자연 실업률이며, 단위는 \%이다.)",1%,2%,3%,4%,5%,B
83,경제학,화폐금융,H,N,N,"한국과 미국은 화폐수량설이 성립한다고 한다. 아래의 조건을 바탕으로 실질환율의 변화율을 구하면?(단, 실질환율은 미국 재화 한 단위와 교환되는 한국 재화의 수로 정의하며, 양국의 화폐유통속도는 상수이다.)

● 한국 통화량 변화율 : 4%
● 한국 실질 GDP 변화율 : 3%
● 미국 통화량 변화율 : 6%
● 미국 실질 GDP 변화율 : 4%
● 원/달러 환율 변화율 : 8%",0.09,0.1,0.11,0.12,0.13,A
84,경제학,화폐금융,H,N,N,"A국의 현재 시점 기준 채권시장에서 1년 만기, 2년 만기, 3년 만기, 4년 만기 국채의 수익률은 각각 3%, 5%, 6%, 7%이다. 현재 시점이 t이라고 할 때, t+1, t+2, t+3년 후 시점에서 기대되는 1년 만기 채권의 수익률을 모두 합한 값은? (단, 이자율 기간구조에 대한 기대이론이 성립한다고 가정한다.)",0.21,0.22,0.23,0.24,0.25,E
85,경제학,화폐금융,H,N,N,"투자자 K는 두 위험자산 X와 Y로 구성된 포트폴리오에 투자하고자 한다. 위험자산 X의 기대수익률과 표준편차는 각각 9%, 8%이고, 자산 B의 기대수익률과 표준편차는 각각 6%, 4%이다. 
두 자산의 상관계수가 –1이고, 투자자 K가 위험을 최소화하는 포트폴리오를 구성한다고 할 때, 자산 X의 보유비율과 자산 Y의 보유비율은 각각 얼마인가? ","자산 X의 보유비율 1/4, 자산 Y의 보유비율 3/4","자산 X의 보유비율 1/3, 자산 Y의 보유비율 2/3","자산 X의 보유비율 1/2, 자산 Y의 보유비율 1/2","자산 X의 보유비율 2/3, 자산 Y의 보유비율 1/3","자산 X의 보유비율 3/4, 자산 Y의 보유비율 1/4",B
86,경제학,화폐금융,H,N,N,"A는 은행에서 X원을 대출받았고, 대출의 원금과 이자를 1년 후부터 10년간 매년 동일한 금액을 균등하게 상환하기로 계약하였다. 대출이자율이 7.5%로 고정되어있으며, 상환금액의 현재가치는 대출금과 일치한다고 한다. A가 매년 상환해야 하는 금액은 원금의 몇 %인가? (단, 1.075의 10제곱은 2로 계산한다.)",0.1,0.12,0.15,0.18,0.2,C
87,경제학,화폐금융,H,N,N,"채권가격이 10만 원이고, 이 채권의 수정 듀레이션이 6이라고 한다. 만약 이 채권의 만기수익률이 0.25%p 상승한다면 이 채권가격은 얼마가 되겠는가?","85,000원","97,500원","98,500원","100,150원","100,250원",C
88,경제학,화폐금융,H,N,N,"액면가 100만 원, 표면 이자율 10%, 만기가 3년인 채권을 만기수익률이 10%인 가격에 매입하였다. 보유 후 첫 이자를 지급 받은 직후 만기수익률이 5%로 하락하여 채권을 즉시 매도하였다. 1년간 보유수익률은?
(단, 10/1.05=9.5, 10/1.05의 제곱=9.1로 계산한다.)",0.091,0.095,0.191,0.195,0.196,E
89,경제학,화폐금융,H,N,Y,"K국의 화폐수요함수와 소득이 아래와 같다고 한다. 실질소득이 4000이고
명목이자율(\(i\))이 0.05 때, 화폐수요의 소득탄력성과 화폐수요의 이자율
탄력성의 합은?

- 화폐수요함수 : \(\frac{M}{P} = L(Y,\, i) = Y^{0.7} \bullet i^{- 0.3}\) ",-1,-0.4,-0.21,0.4,1,D
90,경제학,화폐금융,H,N,N,"무위험 이자율이 3%이고, 시장 포트폴리오의 기대수익률이 8%이다. 어떤 주식의 S의 베타가 1.5일 때, CAPM에 따른 주식 A의 기대수익률은?",0.075,0.09,0.105,0.12,0.15,C
91,경제학,화폐금융,H,N,Y,"자산에서는 화폐와 채권 2종류가 존재한다. 화폐 및 채권의 기대수익률과
표준편차와 대표적 투자자의 효용함수가 아래와 같다고 한다. 대표적
투자자가 자산의 w\%는 채권, (1-w)\%는 화폐로 보유할 때, 투자자의 효용을
극대화해주는 화폐수요는?

\begin{longtable}[]{@{}
  >{\centering\arraybackslash}p{(\linewidth - 4\tabcolsep) * \real{0.1553}}
  >{\centering\arraybackslash}p{(\linewidth - 4\tabcolsep) * \real{0.1553}}
  >{\centering\arraybackslash}p{(\linewidth - 4\tabcolsep) * \real{0.1553}}@{}}
\toprule\noalign{}
\endhead
\bottomrule\noalign{}
\endlastfoot
자산 & 기대수익률 & 표준편차 \\
화폐 & 0 & 0 \\
채권 & \(i_{B}\) & \(\sigma_{B}\) \\
\multicolumn{3}{@{}>{\centering\arraybackslash}p{(\linewidth - 4\tabcolsep) * \real{0.4658} + 4\tabcolsep}@{}}{%
대표적 투자자의 효용함수 :\(E(r_{p}) - A{\sigma_{p}}^{2}\)

(단, \(E(r_{p})\)는 대표적 투자자가 보유한 포트폴리오의 기대수익률,
\(\sigma_{p}\)포트폴리오 기대수익률의 표준편차, A는 위험 회피성향으로
0보다 큰 값을 갖는다.)} \\
\end{longtable}",\(\frac{i_{B}}{2A{\sigma_{B}}^{2}}\),\(\frac{i_{B}}{2{\sigma_{B}}^{2}}\),\(\frac{{Ai}_{B}}{2{\sigma_{B}}^{2}}\),\(1 - \frac{i_{B}}{2A{\sigma_{B}}^{2}}\),\(1 - \frac{{Ai}_{B}}{2{\sigma_{B}}^{2}}\),D
