id,category,sub_category,level,has_table,has_fomula,question,A,B,C,D,E,gold
34,중급회계,지분법회계,H,N,N,"20x1년 초 ㈜한국은 ㈜서울의 의결권 있는 보통주 40%를 ￦130,000에 취득하여 유의적인 영향력을 가지게 되었다. 20x1년 초 현재 ㈜서울의 순자산 공정가치는, 건물A를 제외하고는, 순자산 장부금액(￦300,000)과 일치하였다. 취득일 현재 건물A(잔존내용연수 10년, 잔존가치 없이 정액법 상각)의 공정가치는 장부금액을 ￦40,000 초과하고, ㈜서울은 건물A를 20x1년 말까지 계속 보유하고 있다. ㈜서울이 보고한 20x1년의 당기순이익이 ￦50,000일 때, ㈜한국의 관계기업투자 회계처리가 20x1년의 당기순이익을 증가시키는 금액을 계산하면?","₩19,600","₩20,000","₩25,600","₩26,000","₩28,800",C
35,생산운영관리,생산성,H,N,N,"A기업은 총투입비용 대비 산출액 비율(Multi-Factor Productivity: MFP)이 1.2이며, 투입비용은 노동비(60,000원), 자재비(40,000원), 에너지비(10,000원)로 구성되어 있다. 자재비를 20% 절감하고 노동비를 10% 절감했는데 에너지비가 40% 상승했다면 새로운 총투입비용 대비 산출액 비율(복합요소생산성)은 얼마인가? (산출액은 총투입 비용 변경전과 동일하다고 가정한다.)",1.12,1.22,1.32,1.42,1.52,C
36,생산운영관리,품질비용,H,N,N,"한 제조업체의 품질비용 자료가 다음과 같다. 이 기업의 내적실패비용과 외적실패비용(내적실패비용+외적실패비용)이 제조원가 대비 차지하는 비율은 얼마인가?

·재작업비용: 60백만원
·검사장비 감가상각비: 20백만원
·고객컴플레인 처리비용: 10백만원
·품질교육비용: 10백만원
·불량품 폐기비용: 30백만원
·총제조원가: 2,000백만원",5.00%,6.50%,7.50%,8.00%,9.00%,A
37,생산운영관리,수요예측,H,Y,N,"기간별 A제품의 수요가 다음과 같을 때, 지수평활법을 통해 t=4일 경우 수요 예측값()은 다음 중 무엇인가? (단, 평활상수(α) = 0.4이다.)
| 기간 | 실제수요 | 수요 예측값 |
|------|----------|------------|
| t=1  | 500      | -          |
| t=2  | 550      | 500        |
| t=3  | 600      |            |
| t=4  |          |            |",500,515,520,535,552,E
38,생산운영관리,제품수명주기,H,N,N,한 기업은 제품 A의 성숙기에 진입하면서 설비자동화 투자를 검토하고 있다. 다음 중 자동화 투자 결정이 타당한 조건으로 볼 수 있는 것은?,수요예측이 불확실하고 주문변동이 큰 경우,제품다양화가 필요한 경우,단종 시점이 임박한 경우,수요가 안정적이고 장기적인 생산이 예상되는 경우,생산비용이 이미 한계수준에 도달한 경우,D
39,생산운영관리,신제품개발,H,N,N,"신제품개발과정 중 아이디어 창출(Idea Generation) 단계에서 흔히 활용되는 방법에 해당하는 것을 모두 고른 것은?

가. 브레인스토밍(Brainstorming)
나. 가치공학(Value Engineering, VE)
다. 델파이기법(Delphi Technique)
라. 형태분석법(Morphological Analysis)
마. 품질기능전개(QFD)","가,나","가,다","가,나,라","가,다,라","다,라,마",D
40,생산운영관리,제품설계,H,Y,N,"시스템이 세 단계 직렬-병렬 혼합 구조로 구성되어 있다. 이 때 전체 시스템의 신뢰도는? (단, 소수점 3째자리에서 반올림할 것)

·1단계(직렬): R_1=0.9
·2단계(병렬): R_21=0.8, R22=0.5
·3단계(직렬): R3=0.8",0.65,0.7,0.75,0.8,0.85,A
41,생산운영관리,생산기술,H,N,N,"한 가구업체는 고객의 주문에 따라 모듈화된 부품을 조합해 제품을 생산한다. 주문 후 납기시간을 단축하기 위해 조립 전 공정까지 미리 생산하는 전략을 사용한다면, 이 업체의 운영전략 유형으로 가장 적절한 것은?",MTO(Make to Order),ATO(Assemble to Order),MTS(Make to Stock),ETO(Engineer to Order),BTO(Build to Order),B
42,생산운영관리,경제성분석,H,N,N,"㈜갑을기업은 제시문과 같이 두 가지 제품을 판매한다. ㈜갑을기업의 전체 손익분기점 총매출액은 얼마인가?

·제품 A: 판매가 100원, 변동비 60원
·제품 B: 판매가 150원, 변동비 90원
·고정비 600,000원
·판매비중: A : B = 3 : 2","1,200,000원","1,500,000원","1,600,000원","1,800,000원","2,000,000원",B
43,생산운영관리,공정선정,H,N,N,다음 중 생산공정의 특성과 예시의 연결이 가장 바르게 짝지어진 것은? ,"프로젝트(Project) 공정 ? 동종 제품의 반복생산, 트랜스퍼라인 사용 ",잡샵(Job shop) 공정 ? 작업자 숙련도 낮고 자동화 설비 중심 ,배치(Batch) 공정 ? 제품별 가공순서가 다르며 잡숍 공정보다 유연성이 높음,라인(Line) 공정 ? 공정 간 균형조정(line balancing)이 중요한 과제 ,연속(Continuous) 공정 ? 소량 주문생산과 고객맞춤형 대응이 가능함,D
44,생산운영관리,재고관리,H,N,N,"연간 수요 10,000단위, 1회 주문비용 25,000원, 매입단가는 5,000원이고 단위당 연간 유지비는 매입단가의 10%를 차지한다. 납기일은 5일이며, 연간 근무일수는 250일,  하루 수요는 일정하다. 이때 경제적 주문량(EOQ)과 재주문점(ROP)을 각각 구하면?","EOQ=1,400, ROP=100","EOQ=1,000, ROP=200","EOQ=1,200, ROP=400","EOQ=900, ROP=600","EOQ=800, ROP=500",B
45,생산운영관리,생산능력계획,H,N,N,"A공장은 5대의 동일한 설비를 보유하고 있으며, 각 설비의 정격능력(Rated Capacity)은 주당 400시간이다. 설비당 계획보수시간이 50시간, 품질검사 및 조정시간이 30시간 발생하고, 실제로는 각 설비가 평균 280시간씩 가동되었다. 이 공장의 전체 기준에서 효율(Efficiency)과 이용률(Utilization)을 각각 계산한 값으로 가장 적절한 것은?","효율 80%, 이용률 70%","효율 82.5%, 이용률 75%","효율 85%, 이용률 73%","효율 87.5%, 이용률 70%","효율 90.5%, 이용률 80%",D
46,생산운영관리,의사결정나무,H,N,N,경영자가 신규 설비투자를 결정하기 위해 의사결정나무를 작성하였다. 다음 중 의사결정나무 분석에서 후진귀납법(backward induction)을 적용하는 목적에 대한 설명으로 가장 적절한 것은?,의사결정의 모든 대안에 동일한 확률을 부여하기 위함이다.,사후결과를 검증하여 실제 의사결정을 교정하기 위한 절차이다.,불확실성을 제거하기 위해 확률을 조정하는 과정이다.,최적 대안을 도출하기 전에 모형의 분기구조를 단순화하기 위함이다.,각 의사결정 노드에서 기대가치를 순차적으로 극대화하기 위함이다.,E
47,생산운영관리,시설배치,H,N,N,"제품별 배치(Product Layout)와 셀룰라 배치(Cellular Layout)를 비교할 때, 셀룰라 배치가 갖는 일반적 특징으로 옳은 것은?",제품별 배치보다 단일 제품에 특화되어 유연성이 낮다.,제품별 배치보다 단위당 원가가 더 일정하다.,제품별 배치보다 공정 설계 변경 시 조정비용이 적다.,제품별 배치보다 작업자 간 전문화가 심화된다.,제품별 배치보다 생산 흐름이 경직되어 자주 중단된다.,C
48,생산운영관리,생산주기,H,N,N,"한 공정에서 3단계 작업을 거치며, 각 단계 처리속도는 각각 시간당 20개, 15개, 25개이다. 또한, 2대의 병렬 설비가 1단계에 추가로 설치되어 총 처리속도가 1단계에서 시간당 40개가 되었다. 생산주기시간(개별 제품 기준)은 얼마인가?",1분,3분,4분,5분,8분,C
49,생산운영관리,프로젝트관리,H,N,N,"다음 활동의 낙관적 시간(a), 가장 가능성 있는 시간(m), 비관적 시간(b)은 각각 4일, 10일, 16일이다. PERT기법을 사용하여 이 활동의 기대시간(Te)과 분산(\sigma^2)을 각각 구하면?","기대시간 9일, 분산 2","기대시간 10일, 분산 4","기대시간 11일, 분산 2","기대시간 12일, 분산 6","기대시간 13일, 분산 8",B
50,생산운영관리,공급사슬관리,H,N,N,"한 제조업체는 리드타임을 10일에서 6일로 단축하기 위해 하루 200만 원의 추가물류비용이 발생한다. 현재 일평균 판매량은 800단위이다. 리드타임 단축으로 절감되는 1년간(365일)의 재고유지비용이 추가물류비용과 같아지려면, 단위당 일일 재고유지비가 얼마여야 하는가?",500원,525원,550원,575원,625원,E
51,생산운영관리,공급사슬관리,H,N,N,"공급사슬 리스크 관리(SCRM; Supply Chain Risk Management)의 효과적인 접근으로 볼 수 있는 것은 모두 고른 것은 다음 중 무엇인가?

가. 공급자 재해 시 대체 공급원 확보 
나. 장기 독점계약을 통한 안정적 조달 
다. 조기경보 시스템(EWS; Early Warning System)을 통한 리스크 예측 
라. 수요예측 오차를 줄이기 위한 CPFR(Collaborative Planning, Forecasting, and Replenishment) 시행","가,나","다,라","가,다,라","나,다,라","가,나,다,라",C
52,생산운영관리,제품및서비스설계,H,N,N,"A기업의 가치공학팀이 특정 부품을 개선하려 한다. 현재 부품의 기능 달성도는 0.9, 비용은 300만 원이다. 목표 가치는 현재 가치 대비 20%를 향상시키는 것이다. 성능(기능 달성도)을 그대로 유지할 때, 달성해야 하는 목표비용은 얼마인가?",250만 원,260만 원,270만 원,280만 원,290만 원,A
53,생산운영관리,공급사슬관리,H,N,N,"소매점의 일일 수요 분산은 500이고, 도매업자의 발주 리드타임은 5일, 제조업체의 리드타임은 10일이다. 도매업자는 리드타임 동안의 누적 수요를 발주한다. POS(Point-of-Sale) 데이터를 도매업자와 제조업체가 공유한 결과, 도매업자의 수요예측 오차분산이 40% 감소하였고, 리드타임 단축(5→3일) 효과가 반영되었다. 이때 도매업자 단계에서 채찍효과 완화율(%)은 얼마인가?(단, 리드타임 동안의 누적 수요 분산은 단위 기간당 수요 분산에 평균 리드타임(L)을 곱하여 계산하는 것으로 한다.)",52%,55%,60%,64%,72%,D
54,생산운영관리,총괄생산계획,H,N,N,총괄생산계획에서 차별적 인력조정전략(chase strategy) 의 채택이 상대적으로 유리한 환경으로 가장 적절한 것은 어느 것인가?,노동력 확보와 해고에 따른 사회적 비용이 큰 환경,예측오차가 크고 수요변동이 계절적으로 심한 환경,인건비가 상대적으로 높고 재고비용이 낮은 환경,설비가동률을 일정하게 유지해야 하는 환경,제품의 유통기간이 길고 저장이 용이한 환경,B
55,생산운영관리,프로세스분석,H,Y,N,"3개의 공정이 직렬로 연결되어 있으며, 처리시간과 재작업 비율은 다음과 같다. 단위당 평균 리드타임은? (단, 각 공정 간 대기 시간은 0.5분이다.)
| 공정 | 처리시간(분/단위) | 재작업 비율 |
|------|-----------------|------------|
| 1    | 4               | 10%        |
| 2    | 6               | 10%        |
| 3    | 5               | 20%        |",16.0분,16.5분,17.0분,17.5분,18.0분,E
56,생산운영관리,설비배치,H,N,N,"총 작업시간이 360초이고, 하루 5시간 동안 1,000개를 생산하려 한다. 1) 이론적인 최소워크스테이션수는 얼마인가? 2) 실제 워크스테이션이 25개이면 균형 효율(Line Balancing Efficiency)은 얼마인가?","1) 18개,  2) 65%","1) 22개,  2) 75%","1) 20개,  2) 80%","1) 16개,  2) 90%","1) 24개,  2) 95%",C
57,생산운영관리,재고관리,H,N,N,"한 제품의 일일 평균 수요는 120단위, 표준편차는 25단위인 정규분포를 따른다고 한다. 리드타임은 4일이며, 서비스 수준 95%를 유지하려 한다.(95%의 z값 = 1.6으로 계산) 안전재고(Safety stock)와 재주문점(ROP; Reorder Point)을 구한 것은?","안전재고 = 80단위, ROP = 560단위","안전재고 = 40단위, ROP = 520단위","안전재고 = 160단위, ROP = 640단위","안전재고 = 100단위, ROP = 580단위","안전재고 = 50단위, ROP = 530단위",A
58,생산운영관리,재고관리,H,N,N,"조직이 적시생산시스템(JIT)을 도입할 때, 재고관리 체계가 변할 가능성이 높은 주요 변화로 올바른 것을 모두 고른 것은?

가. 완충재고(안전재고)가 증가한다.
나. 공급업체와의 장기적 협력이 중요해진다.
다. 설비의 가동률이 낮아도 문제되지 않는다.
라. 재고수준의 투명성이 높아진다.","가,나","가,다","나,라","가,나,라","나,다,라",C
59,생산운영관리,작업측정,H,Y,N,"두 공정 A, B를 한 작업자가 교대 없이 수행한다. 각 공정에 대한 정보가 아래 표와 같을 때 복합 작업의 표준시간은 얼마인가? (단, 표준시간 = 정상시간 ÷ (1-여유율)로 계산)
| 구분   | 관측시간(분) | 평가율 | 여유율 | 작업비중 |
|--------|--------------|--------|--------|----------|
| 공정 A | 1.5          | 90%    | 10%    | 40%      |
| 공정 B | 2.0          | 110%   | 20%    | 60%      |",1.90분,2.05분,2.15분,2.25분,2.35분,D
60,생산운영관리,서비스프로세스,H,N,N,다음 중 서비스 프로세스 설계에서 서비스 청사진(Service Blueprinting)을 활용할 때 적절한 설명으로 볼 수 없는 것은?,고객 접점(frontstage)과 백스테이지 활동을 명확히 구분하여 서비스 흐름을 시각화한다.,오류 가능성이 높은 단계에 ‘실패점(fail point)’을 표시하여 개선 기회를 찾는다.,"고객 여정(customer journey)을 파악하는 데 활용되며, 서비스 전달 시의 고객 감정을 반영할 수도 있다.",프로세스 간 상호작용선(interaction line)을 통해 물리적 증거와 내부 시스템 간 연계를 표현한다.,청사진 작성의 핵심적 목표는 서비스 스크립트를 최소화하여 종업원의 자율성을 극대화하는 것이다.,E
61,생산운영관리,대기행렬,H,N,N,"A은행은 고객 서비스를 위해 새로운 창구 개설을 고려하고 있다. 경영진은 고객이 시간당 10명씩 도착할 것으로 추정하고, 창구 직원은 3분에 1명씩 서비스를 제공할 수 있다. 고객 도착은 포아송 분포를 따르고, 서비스 시간은 지수분포를 따른다고 가정한다. M/M/1 시스템일 때, 다음 중 대기열 내 평균 고객 수와 대기열 내 평균 대기시간을 각각 구한 것은 다음 중 무엇인가? ","평균고객수 = 0.25명, 평균대기시간 = 1.5분","평균고객수 = 0.5명, 평균대기시간 = 3분","평균고객수 = 0.75명, 평균대기시간 = 4.5분","평균고객수 = 1명, 평균대기시간 = 6분","평균고객수 = 1.25명, 평균대기시간 = 7.5분",B
62,생산운영관리,식스시그마,H,N,N,식스시그마의 DMAIC 프로세스 단계 중 “개선(Improvement)” 단계에서 주로 수행되는 활동으로 가장 적절한 것은 무엇인가?,결함의 근본 원인을 찾기 위해 통계적 기법을 적용한다.,현재 프로세스의 성과를 평가하고 문제 영역을 파악한다.,시뮬레이션 또는 파일럿 테스트를 통해 최적 솔루션을 검증한다.,최종 프로세스를 표준화하고 지속적인 운영 방안을 마련한다.,프로젝트 목표와 범위를 설정하고 이해관계자를 파악한다.,C
63,생산운영관리,린생산시스템,H,N,N,"A 공정의 하루 수요는 300개, 리드타임은 1.2일이다. 한 컨테이너에는 22개가 담길 수 있고, 안전계수는 10%이다. 필요한 칸반 수는?",18장,19장,20장,21장,22장,A
64,생산운영관리,공급사슬관리,H,N,N,"어떤 사업가가 제조업체로부터 포켓나이프를 사서 온라인 플랫폼에서 판매하는 사업을 하고 있다. 이 나이프의 단위당 취득원가(구입가격)는 5,000원이며, 온라인에서는 개당 7,000원에 판매한다. 그가 연간 판매한 나이프의 개수는 800개이다. 사업을 분석한 결과, 연초 재고는 0개였으나 연말 재고는 32개였다. 단위당 연간 재고유지비용은 2,500원이었다. 이때의 재고회전율(금액기준)과 공급일수는? (단, 1년은 350일로 계산한다.)","재고회전율 40회/년, 공급일수 5일","재고회전율 44회/년, 공급일수 6일","재고회전율 50회/년, 공급일수 7일","재고회전율 56회/년, 공급일수 8일","재고회전율 60회/년, 공급일수 9일",C
65,생산운영관리,프로젝트관리,H,N,N,"주공정법(Critical Path Method)에서의 시간 계산과 관련된 설명으로 옳은 것을 모두 고른 것은?

가. 전진계산(Forward Pass)에서는 조기시작(ES)과 조기완료(EF)을 계산한다.
나. 후진계산(Backward Pass)의 주된 목적은 프로젝트의 총 소요 기간을 확정하는 것이다.
다. 주경로(Critical Path)는 여유시간(Slack)이 0인 활동들의 연결이다.
라. 조기완료시간(EF)은 항상 조기시작시간(ES)보다 크거나 같다.","가,나","다,라","나,다,라","가,다,라","가,나,다,라",D
66,생산운영관리,재고관리,H,N,N,"어떤 상품의 일일 수요는 120개이고, 표준편차는 30개이다. 검토주기는 16일이고 리드타임은 9일이다. 재조사 때 재고가 130개가 있었다. 만약 1% 정도의 품절 위험만 감수하려면 몇 개를 주문해야 하는가? (단, 1% 수준에서 z값은 2.3이라고 가정)","2,710개","2,815개","3,130개","3,215개","3,345개",D
67,생산운영관리,품질관리,H,N,N,"다음 중 품질기능전개(QFD: Quality Function Deployment)에 대한 설명으로 옳은 것을 모두 고른 것은?

가. 고객의 요구사항을 제품 설계 특성으로 변환하는 과정이다.
나. 품질의 집(House of Quality)은 마케팅과 생산의 연계도구이다.
다. QFD는 공정 제어를 위한 통계적 품질관리 기법이다.
라. 품질의 집 매트릭스는 고객 요구와 기술적 특성의 상호관계를 나타낸다.
마. QFD의 초기 단계에서는 고객의 불만보다는 기업 내부 요구가 우선된다.","가,나","가,나,라","다,라,마","가,다,라,마","나,다,라,마",B
68,재무관리,현금흐름추정,H,Y,N,"아래에 제시된 사례는 어느 기업의 노트북 투자와 관련된 내용이다. 밑줄 친 보기 중에서 투자안의 현금흐름 추정시에 현금흐름으로 고려해야 하는 것은 무엇인가?

컴퓨터를 생산하고 있는 A기업은 노트북을 생산하기 위해 ㉠<U>500만 원의 비용을 투입하여 시장조사를 실시</U>하였고 그와 더불어 ㉡<U>컨설팅비용으로 5,000만 원을 사용</U>하였다. 그 결과를 바탕으로 노트북시장에 진출하기로 결정하였다. 노트북생산에 필요한 기계설비를 1억 원을 주고 구입하였고 ㉢<U>10년간 매년 1,000만 원의 감가상각비가 발생</U>한다고 한다. 기계설비구입비 1억 원은 은행에서 대출받았고 ㉣<U>매년 500만 원의 이자비용이 발생</U>한다고 한다. 그러나 노트북의 생산으로 ㉤<U>기존의 컴퓨터매출이 2,000만 원 감소</U>할 것으로 예상되고 있다.",ㄱ,ㄴ,ㄷ,ㄹ,ㅁ,E
69,재무관리,현금흐름추정,H,N,N,런닝머신을 생산하고 있는 A기업은 워킹머신을 생산하기 위한 투자안을 검토하고 있다. 워킹머신을 생산하기 위한 기계장치의 취득원가는 5억 원이며 향후 5년간 정액 상각된다고 한다. 기계장치를 설치할 경우 앞으로 5년간 매년 400대가 판매될 것으로 예측되며 1대당 가격은 100만 원이다. 영업비용은 1대당 50만 원으로 추정된다. 이 기업의 법인세율이 20%일 경우 5년간 매년 발생하는 워킹머신투자에 따른 영업현금흐름(operating cash flow)은 얼마인가? ,1.8억 원,1.9억 원,2억 원,2.1억 원,2.2억 원,A
70,재무관리,투자안평가,H,Y,N,"A기업은 새로운 투자안에 투자하기 위해 4억 원을 투자하여 기계설비를 구입하였다. 기계설비의 투자수명은 4년이고 정액법으로 감가상각을 하여 4년 후 잔존가치는 0이다. 매년 말 순이익은 아래의 표와 같다고 한다. A기업이 투자하는 새로운 투자안의 평균회계이익률(average accounting return: AAR)은 얼마인가?
|        | 1년      | 2년      | 3년      | 4년      |
|--------|----------|----------|----------|----------|
| 순이익 | 0.3억 원 | 0.45억 원 | 0.5억 원 | 0.55억 원 |",21%,21.50%,22%,22.50%,23%,D
71,재무관리,포트폴리오,H,N,N,"A기업의 주식은 1년 후 주식가격이 15,690원이 될 것으로 기대하고 있다. 시장상황에 따른 시장포트폴리오의 수익률분포는 아래에 제시된 표와 같으며 무위험자산의 기대수익률은 3%, 시장포트폴리오의 분산은 0.0325이고 시장포트폴리오와 주식 A와의 공분산은 0.052이다. 주식 A의 현재 균형가격은 얼마인가? ","15,000원","15,050원","15,100원","15,150원","15,200원",A
72,재무관리,포트폴리오,H,N,N,"주식 A의 표준편차는 0.12이고 주식 B의 표준편차는 0.36, A와 B의 상관계수는 ?1이라고 한다. 어느 투자자가 100만 원을 투자하여 A와 B로 구성된 위험이 없는 포트폴리오를 만들려고 한다면 주식 A에 투자해야 할 자금은 얼마인가? ",60만원,65만원,70만원,75만원,80만원,D
73,재무관리,포트폴리오,H,Y,N,"주식시장에서 4개의 자산이 거래되고 있으며 각각의 기대수익률과 표준편차는 아래에 제시된 표와 같다. 위험회피형인 어느 투자자는 4개의 자산 중에서 효율적인 자산을 선택하여 포트폴리오를 구성하려고 한다. 선택된 자산들의 투자비중은 동일하고 상관계수는 +1이라고 한다면 효율적인 자산으로 구성된 포트폴리오의 위험(표준편차)은 얼마인가?
|        | a   | b   | c   | d   |
|--------|-----|-----|-----|-----|
| 기대수익률 | 5%  | 5%  | 10% | 10% |
| 표준편차  | 5%  | 3%  | 5%  | 7%  |",3%,3.50%,3.80%,4%,4.20%,D
74,재무관리,CAPM,H,Y,N,"주식시장에서 거래되고 있는 A주식은 현재 21,000원에 거래되고 있으며 1년 후 21,800원에 가격이 형성될 것으로 예측되고 있다. 주식 A의 체계적위험은 3.5이고 증권시장선의 Y절편은 2%라고 한다. 시장포트폴리오의 시장상황에 따른 수익률은 아래에 제시된 표와 같다고 한다면 균형상태에서의 A주식의 기대수익률과 현재 상황에 관해 맞게 제시한 것은 무엇인가? 
|        | 확률 | 시장포트폴리오 수익률 |
|--------|------|------------------------|
| 호황   | 0.2  | 7%                     |
| 보통   | 0.6  | 4%                     |
| 불황   | 0.2  | 1%                     |",균형상태에서의 기대수익률은 8%이고 증권시장선 아래에 위치해 있다.,균형상태에서의 기대수익률은 8%이고 향후 자산가격은 상승할 것이다.,균형상태에서의 기대수익률은 9%이고 향후 기대수익률은 상승할 것이다.,균형상태에서의 기대수익률은 9%이고 증권시장선 위에 위치해 있다.,균형상태에서의 기대수익률은 10%이고 향후 자산가격은 하락할 것이다.,C
75,재무관리,APT,H,Y,N,"아래에 제시된 표는 2개의 공통요인이 존재하는 시장에서 공통요인에 대한 자산 A의 민감도와 모방포트폴리오의 기대수익률을 나타낸 표이다. 자산 A의 체계적위험은 2이고 무위험자산의 수익률은 3%일 때 시장포트폴리오의 기대수익률은 얼마인가? (단, CAPM과 APT가 성립한다고 가정한다.)
|        | 공통요인에 대한 자산 A의 민감도 | 모방포트폴리오의 기대수익률 |
|--------|------------------------------|---------------------------|
| 공통요인 1 | 1.2 | 10% |
| 공통요인 2 | 0.7 | 7%  |",7.50%,7.70%,8%,8.20%,8.60%,E
76,재무관리,자본비용,H,N,N,"A기업은 자기자본은 주식을 발행하여 조달하고 타인자본은 채권을 발행하여 조달하고 있다. A기업이 발행한 총주식수는 100주이고 주가는 10,000원이다. 채권의 시장가치는 200만 원이며 만기수익률은 4%이다. A기업이 발행한 주식의 체계적위험은 1.5이며 무위험자산의 수익률은 2%, 주식시장의 기대수익률은 6%, 법인세율은 20%라고 할 때 A기업의 가중평균자본비용(WACC)는 얼마인가?",4.80%,5.40%,5.80%,6.20%,6.50%,A
77,재무관리,자본구조,H,N,N,"A기업은 전액 자기자본만으로 자본을 조달하고 있으며 B기업은 자기자본과 함께 타인자본 2,000원도 조달하고 있다고 한다. A기업과 B기업 모두 영업활동을 통해 매년 1,000원의 현금흐름이 발생하고 있으며 위험도 동일하다고 한다. 자기자본비용은 A기업과 B기업 모두 10%이고 B기업의 타인자본비용은 5%이다. 법인세는 없으며 MM의 자본구조이론의 가정이 성립한다고 할 때, B기업의 자기자본비용은 얼마인가?",10.50%,10.75%,11%,11.25%,11.50%,D
78,재무관리,자본구조,H,N,N,"A기업은 자기자본만으로 자본을 조달하고 있으며 자본비용은 10%이다. 현재 A기업은 타인자본을 조달하여 자본구조를 변경시키고자 하며, 6%의 비용으로 타인자본의 조달이 가능하다고 한다. 자기자본과 타인자본의 비중이 같도록 자본구조를 변경할 경우 A기업의 가중평균자본비용은 얼마인가? (단, 법인세율은 20%이다.)",9%,9.20%,9.50%,9.70%,9.90%,A
79,재무관리,자본구조,H,N,N,"A기업은 현재 타인자본을 조달하지 않고 자기자본만으로 자본을 조달한 기업으로 주식베타는 1.5라고 한다. A기업이 무위험부채를 조달하여 자기자본과 타인자본의 조달비중을 동일하게 만들었다면 이때의 자기자본비용은 얼마인가? (단, 무위험자산의 수익률은 3%, A기업이 속한 주식시장의 기대수익률은 8%, 법인세율은 20%이다.)",12.50%,13%,14.50%,15%,16.50%,E
80,재무관리,자본구조와 효율적시장,H,N,N,"현재 자기자본만으로 자본을 조달하고 있는 기업 A의 자본비용은 10%이다. A기업의 연간 영업이익은 영구히 2,500원이 발생한다고 하며 주식시장에서 발행되어 유통되고 있는 총 주식수는 100주이다. 이제 A기업은 6,000원을 투자하면 매년 1,000원의 영업이익을 영구적으로 얻을 수 있는 투자안에 투자하기로 결정하였다. 투자안의 자본비용은 A기업의 자본비용과 동일한 10%이며 투자에 필요한 자본은 모두 주식으로 조달할 예정이다. A기업이 이 투자안을 투자한 후 주가는 얼마로 예측할 수 있는가? (단, 법인세율은 20%이며, 시장은 효율적이라고 가정한다.)",210원,220원,230원,240원,250원,B
81,재무관리,재무비율,H,N,N,"A기업의 매출액은 100억, 매출원가는 50억 그리고 판매비와 관리비는 30억이라고 한다. A기업이 발행한 주식수는 100,000주, 현재주가는 120,000원이다. 법인세율은 20%이며 영업외수익과 영업외비용이 동일하다고 할 때, A기업의 PER(주가수익비율)는 얼마인가?",7배,7.5배,8배,8.5배,9배,B
82,재무관리,채권,H,N,N,"액면가격 10,000원, 액면이자율 5%, 만기 3년인 채권이 시장에서 거래되고 있다. 이 채권은 연말에 1번 이자를 지급하는 채권이며 현재 시장에서 10,000원에 거래되고 있다고 한다. 만약 시장이자율이 1% 하락한다면 이 채권의 가격변동폭과 가장 가까운 것은 무엇인가? (단, 듀레이션은 소수 셋째 자리에서 반올림한다.)",254,265,272,284,291,C
83,재무관리,채권,H,N,N,다음은 채권가격과 관련된 내용을 설명한 것이다. 틀리게 설명한 것은 무엇인가?,만기가 일정할 때 채권의 이자지급주기가 짧아질수록 채권의 가격변동률은 작아진다.,만기가 일정할 때 액면이자율이 높을수록 채권수익률 변동으로 인한 채권가격의 변동률은 커진다.,만기가 일정할 때 채권수익률의 하락으로 인한 가격변동이  같은 폭의 채권수익률 상승으로 인한 채권가격변동보다 크다.,채권수익률이 변동할 때 그 변동으로 인한 채권가격의 변동은 만기가 길어질수록 커진다.,채권수익률이 상승하면 채권가격은 떨어지고 채권수익률이 하락하면 채권가격은 올라간다.,B
84,재무관리,채권,H,N,N,다음은 여러 가지 채권에 대한 설명이다. 틀리게 설명한 것은 무엇인가?,후순위채권은 채권발행기업이 파산할 경우 변제순위에서 담보부사채나 은행대출보다는 뒤지지만 우선주나 보통주보다는 우선하게 된다.,수의상환채권은 시장이자율이 하락할 경우 채권발행기업이 수의상환권을 행사할 것이다. ,변동금리부채권은 발행자 입장에서 시장금리가 낮아질 경우 고정금리부채권에 비해 이익이 된다.,교환사채는 발행회사의 주식을 교환할 수 있는 권리가 부여되므로 일반 회사채보다는 낮은 수준에서 이자율이 결정된다.,신주인수권부사채는 발행회사의 신주를 인수할 수 있는 권리가 부여된 채권으로 신주인수권이 행사된 후에도 사채권은 존속한다.,D
85,재무관리,주식,H,N,N,A기업의 요구수익률은 10%이고 순이익 중에서 재투자되는 비율이 50%라고 한다. 배당성장률은 5%로 일정하게 유지되고 있다고 한다. A기업의 주식가격을 평가하기 위한 정상적인 PER은 얼마인가?,2배,5배,10배,15배,20배,C
86,재무관리,채권,H,N,N,국민연금을 운용하고 있는 펀드매니저 A는 100억 원의 자금으로 순수할인채권과 영구채권을 투자하였다. 순수할인채권의 액면가격은 100만 원이며 만기는 5년이다. 영구채권의 액면가격은 100만 원이며 액면이자율은 10%이다. 채권이자율이 10%일 때 8년 후 이자율변화에 상관없이 일정한 자금을 상환하기 위한 자금을 확보하려면 순수할인채권에 얼마를 투자하여야 하는가?,50억 원,55억 원,60억 원,65억 원,70억 원,A
87,재무관리,레버리지,H,N,N,"A기업이 생산하고 있는 제품의 단위당 판매가격은 500원, 단위당 변동영업비용은 300원 그리고 고정영업비용은 10,000원이다. 판매량이 100개에서 110개로 증가할 경우 판매량이 100개일 때의 영업레버리지도는 얼마인가? (단, 단위당 판매가격, 단위당 변동영업비용, 고정영업비용은 변동하지 않는다.)",1.5,2,2.5,3,3.5,B
